book_name,book_writer,book_date,book_price,book_cover,book_page,book_size,book_weight,book_category,book_publisher,sales_point
인민을 위해 복무하라,옌롄커,2018-08-10,"11,700",양장본,320,128*188mm,417,소설/시/희곡,웅진지식하우스,270
부모의 거짓말,엄윤숙,2018-08-15,"12,420",반양장본,162,124*176mm,229,좋은부모,책구경,90
고양이,손유영,2018-06-14,"13,500",NA,47,220*280mm,127,예술/대중문화,민화,120
일본전산의 독한 경영 수업,가와카쓰 노리아키,2018-08-08,"14,220",반양장본,264,148*210mm,440,경제경영,더퀘스트,"1,170"
우리 뇌는 왜 늘 삐딱할까?,하워드 J. 로스,2018-08-16,"15,300",반양장본,384,145*210mm,605,인문학,탐나는책,610
"아무튼, 딱따구리",박규리,2018-08-07,"8,910",NA,232,110*178mm,232,에세이,위고,400
아흔일곱 번의 봄여름가을겨울,이옥남,2018-08-16,"11,700",양장본,224,145*200mm,432,에세이,양철북,"29,175"
플라톤의 법률 1,플라톤,2018-07-30,"21,600",양장본,432,152*223mm,778,인문학,나남출판,610
플라톤의 법률 2,플라톤,2018-07-30,"23,400",양장본,512,152*223mm,922,인문학,나남출판,530
해님의 휴가,변정원,2018-07-30,"8,550",NA,26,150*190mm,238,유아,보림,620
슬기로운 구약읽기,데이비드 림보,2018-08-20,"20,700",NA,544,140*215mm,707,종교/역학,좋은씨앗,350
히스토리카 만화 백과 5 : 고려의 건국과 발전,봄봄 스토리,2018-08-09,"10,800",양장본,168,186*249mm,420,어린이,아이세움,"1,840"
10층 큰 나무 아파트,부시카 에쓰코,2018-08-05,"9,900",양장본,36,215*257mm,370,어린이,아이세움,900
히스토리카 만화 백과 6 : 고려 후기의 변천,봄봄 스토리,2018-08-09,"10,800",양장본,160,186*249mm,700,어린이,아이세움,"1,730"
행복한 보드북 3종 세트 - 전3권,미스 반 하우트,2018-06-22,"25,650",NA,60,150*183mm,780,유아,보림,100
간식 다이어트,안나카 지에,2018-08-07,"12,420",반양장본,208,132*190mm,299,건강/취미/레저,21세기북스,530
강의실에서 읽은 동화,권혁준,2018-08-10,"16,200",반양장본,288,152*223mm,528,어린이,문학동네,290
시애틀의 잠 못 이루는 서점,이현주,2018-07-14,"13,500",반양장본,260,128*188mm,285,인문학,유유,"1,600"
"때때로 괜찮지 않았지만, 그래도 괜찮았어",여행자MAY,2018-08-24,"13,500",반양장본,340,130*190mm,442,여행,더시드컴퍼니,"1,850"
하마터면 남들처럼 살 뻔했다,송혜진,2018-08-15,"13,500",반양장본,344,152*225mm,608,자기계발,비즈니스북스,"1,770"
행복한 잡화점,모니카 남은정,2018-08-10,"14,220",반양장본,184,135*202mm,355,가정/요리/뷰티,버튼북스,610
드로잉 핸즈의 색연필 극사실화,드로잉 핸즈 (전숙영),2018-08-20,"19,800",반양장본,172,210*260mm,615,예술/대중문화,EJONG(이종문화사),"1,020"
우리 괴물을 말해요,"이유리,?정예은",2018-08-13,"14,400",반양장본,292,140*205mm,382,인문학,제철소,"1,300"
재미만점 두뇌계발 스도쿠 퍼즐 1 : 초급/중급 (스프링북),베이직콘텐츠연구소,2018-08-15,"7,000",반양장본,198,136*183mm,247,건강/취미/레저,베이직북스,"1,010"
곤충세계에서 너도 찾았니?,커스틴 롭슨,2018-08-07,"9,900",양장본,31,245*295mm,765,유아,어스본코리아,200
"허슬, 멈추지 않는 추진력의 비밀","닐 파텔,?패트릭 블라스코비츠,?조나스 코플러",2018-08-06,"15,300",반양장본,384,148*210mm,542,자기계발,21세기북스,"2,110"
마법의 낱말 딱지,세실 루미기에르,2018-08-03,"11,700",양장본,34,228*266mm,374,어린이,한울림어린이(한울림),10
골프 상식사전,김기태,2018-08-10,"14,850",반양장본,296,165*200mm,530,건강/취미/레저,길벗,540
행복 예습,김형석,2018-08-13,"14,850",양장본,308,140*210mm,484,인문학,덴스토리(Denstory),"1,540"
312호에서는 303호 여자가 보인다,피터 스완슨,2018-08-16,"13,320",반양장본,472,140*210mm,610,소설/시/희곡,푸른숲,"2,690"
글쓰기 고민을 해결해 드립니다,"정혁준,?정윤영",2018-08-14,"12,420",반양장본,232,148*210mm,365,인문학,꿈결,430
조선에서 백수로 살기,고미숙,2018-08-08,"13,500",반양장본,288,135*200mm,402,자기계발,프런티어,"7,560"
아들러 심리학 나쁜 기억 세탁소,고현진,2018-08-20,"14,400",반양장본,272,140*210mm,337,인문학,바이북스,580
"언니, 페미니즘이 뭐야?",마리아 무르나우,2018-07-30,"11,700",반양장본,144,190*205mm,369,청소년,탐,370
프랭클린의 날아다니는 책방,젠 캠벨,2018-08-16,"11,700",양장본,32,275*285mm,490,유아,달리,360
기왕 사는 거 행복한 게 낫겠어,알렉산드라 라인바르트,2018-08-10,"13,500",반양장본,345,128*188mm,364,에세이,뜨인돌,440
더 걸 비포,JP 덜레이니,2018-08-17,"13,500",반양장본,508,140*210mm,650,소설/시/희곡,문학동네,"5,520"
가장 어두운 방,요한 테오린,2018-08-03,"14,850",반양장본,608,128*188mm,614,소설/시/희곡,엘릭시르,890
열쇠,다니자키 준이치로,2018-08-03,"8,820",반양장본,160,113*188mm,157,소설/시/희곡,민음사,"3,370"
??킨 이야기,다니자키 준이치로,2018-08-03,"8,820",반양장본,132,113*188mm,133,소설/시/희곡,민음사,"2,540"
금빛 죽음,다니자키 준이치로,2018-08-03,"8,820",반양장본,136,113*188mm,138,소설/시/희곡,민음사,"1,940"
요시노 구즈,다니자키 준이치로,2018-08-03,"8,820",반양장본,212,113*188mm,202,소설/시/희곡,민음사,"2,070"
"내가 하고 싶은 일, 변호사",양지열,2018-08-06,"12,600",반양장본,196,170*224mm,403,어린이,휴먼어린이,90
소년,다니자키 준이치로,2018-08-03,"8,820",반양장본,132,113*188mm,135,소설/시/희곡,민음사,"3,820"
보수주의란 무엇인가,우노 시게키,2018-08-16,"13,500",양장본,236,128*188mm,342,사회과학,연암서가,"1,500"
치인의 사랑,다니자키 준이치로,2018-08-03,"8,820",반양장본,324,113*188mm,260,소설/시/희곡,민음사,"4,650"
미친 노인의 일기,다니자키 준이치로,2018-08-03,"8,820",반양장본,208,113*188mm,199,소설/시/희곡,민음사,"2,450"
위대한 유산,한혜진,2018-08-20,"13,500",반양장본,288,152*210mm,470,좋은부모,북하우스,"3,060"
뉴욕규림일기,김규림,2018-08-20,"13,320",NA,320,150*200mm,416,여행,비컷,"9,060"
위대한 사상들,윌 듀런트,2018-07-31,"12,420",반양장본,216,135*200mm,331,인문학,민음사,"1,680"
모던 경성의 시각문화와 일상,한국미술연구소 한국근대시각문화연구팀,2018-06-04,"19,000",NA,300,168*230mm,570,예술/대중문화,한국미술연구소CAS,360
노년에 대하여,윌 듀런트,2018-07-31,"13,320",반양장본,264,135*200mm,387,인문학,민음사,"1,930"
아시아 트러블,하신애,2018-08-10,"14,400",NA,330,148*215mm,429,역사,앨피,150
이름 없는 역사,윤종훈,2018-08-15,"12,600",반양장본,208,152*223mm,373,역사,이상,"1,590"
우주의 지도를 그리다,제임스 기치,2018-08-06,"24,300",반양장본,312,188*250mm,1065,과학,글항아리사이언스,620
마블 스튜디오 10주년 스페셜 매거진,Disney Publishing Worldwide,2018-08-01,"13,500",반양장본,96,210*280mm,380,예술/대중문화,아르누보,"9,180"
낙태에 대한 옹호,주디스 자비스 톰슨,2018-07-30,"8,910",반양장본,88,124*200mm,114,인문학,전기가오리,"1,270"
놀 줄 아는 그들의 반격,오바라 가즈히로,2018-08-22,"11,700",반양장본,216,135*210mm,346,자기계발,파우제,140
한 권으로 끝내는 재무제표 사용설명서,"홍성수,?김성민",2018-08-20,"14,400",반양장본,384,152*225mm,561,경제경영,새로운제안,170
이민을 꿈꾸는 너에게,박가영,2018-08-11,"12,600",반양장본,304,135*205mm,473,에세이,미래의창,"2,190"
조금 다르게 살면 어때,김태진,2018-08-10,"12,420",반양장본,236,140*200mm,357,자기계발,42미디어콘텐츠,"1,360"
자연에 빠져 이야기를 찍다,권영삼,2018-08-08,"14,400",반양장본,326,152*215mm,594,과학,이비락,220
저는 일보다 사람이 어렵습니다,전미옥,2018-08-10,"12,600",반양장본,268,140*205mm,350,자기계발,마일스톤,230
엄지가 집을 나갔어요,이와이 도시오,2018-08-20,"10,800",양장본,24,226*226mm,327,유아,북뱅크,"1,310"
전력혁명과 에너지 신산업,김동훈,2018-08-01,"18,000",반양장본,324,152*225mm,475,과학,나남출판,200
딱 한 달만 아무것도 하지 않고,윤동교,2018-08-20,"13,500",반양장본,320,150*190mm,416,에세이,레드우드,950
[세트] 해리 세트 - 전2권,공지영,2018-07-30,"26,100",반양장본,560,140*215mm,906,소설/시/희곡,해냄,"17,870"
철학이라 할 만한 것,오시이 마모루,2018-08-01,"11,700",반양장본,240,128*188mm,264,에세이,원더박스,"1,220"
세계 문화 여행 : 이스라엘,"제프리 게리,?메리언 르보",2018-08-20,"10,350",반양장본,224,130*190mm,311,역사,시그마북스,120
내 친구 브로리,이사랏,2018-08-05,"9,900",양장본,40,200*230mm,340,유아,비룡소,390
세계 문화 여행 : 그리스,콘스타인 부르하이어,2018-08-20,"10,350",반양장본,248,130*190mm,332,역사,시그마북스,90
세계 문화 여행 : 홍콩,"클레어 비커스,?비키 챈",2018-08-20,"10,350",반양장본,232,130*190mm,311,역사,시그마북스,90
유전자는 우리를 어디까지 결정할 수 있나,스티븐 하이네,2018-08-06,"16,200",반양장본,408,153*220mm,740,과학,시그마북스,650
‘나’라는 상품을 비싸게 파는 방법,나가이 다카히사,2018-08-07,"12,600",반양장본,216,140*205mm,303,자기계발,갤리온,880
생명의 코드로 노자 읽기,가지마 쇼조,2018-07-25,"12,420",반양장본,296,148*210mm,467,인문학,마로니에북스,90
이젠 내 시간표대로 살겠습니다,미카엘라 청,2018-08-16,"13,500",NA,324,140*205mm,421,자기계발,한빛비즈,"1,910"
모기네 집,강정규,2018-07-30,"9,000",양장본,96,135*200mm,234,어린이,문학과지성사,290
Why? 카메라,전윤경,2018-08-15,"9,900",양장본,160,188*250mm,694,어린이,예림당,"1,690"
교황에게 쌀을 먹인 남자,다카노 조센,2018-08-13,"12,600",반양장본,280,135*200mm,390,사회과학,글항아리,490
운을 부르는 부자의 말투,미야모토 마유미,2018-08-13,"12,420",반양장본,227,130*198mm,303,자기계발,포레스트북스,"4,040"
브런치,정성숙,2018-08-08,"14,850",반양장본,220,190*258mm,676,가정/요리/뷰티,라임북스(Limebooks),740
샤넬 디자인,엠마 박스터 라이트,2018-07-27,"27,000",반양장본,256,152*210mm,670,예술/대중문화,동글디자인,"1,550"
"토니, 중국을 생각하다",토니 리,2018-08-08,"16,200",반양장본,400,152*225mm,694,인문학,미래를소유한사람들(MSD미디어),330
규슈단편,"윤민영,?벳코야 마리코,?박성민,?류호분,?백지은,?한수정,?이주호",2018-08-14,"10,800",반양장본,232,125*190mm,298,여행,브릭스,"1,310"
우리 집에 용이 나타났어요,엠마 야렛,2018-07-28,"13,500",양장본,32,230*230mm,401,유아,북극곰,230
"스물다섯, 청춘빛 위기들",튜나 던,2018-08-06,"11,700",반양장본,109,152*223mm,180,만화,빈티지하우스,180
독일 친구들이 들려주는 별별 학교 이야기,고맹임,2018-08-10,"10,800",반양장본,108,173*235mm,259,어린이,초록개구리,540
방구석 미술관,조원재,2018-08-03,"15,120",반양장본,344,152*210mm,563,예술/대중문화,블랙피쉬,"9,990"
카사노바를 쓰다,슈테판 츠바이크,2018-07-30,"6,300",NA,168,128*188mm,168,인문학,세창출판사(세창미디어),280
환상의 밤,슈테판 츠바이크,2018-07-30,"6,300",NA,160,128*188mm,160,소설/시/희곡,세창출판사(세창미디어),510
부동산 투자 사이클,"김영기,?이재범",2018-08-16,"13,500",반양장본,244,148*210mm,430,경제경영,프레너미,"5,890"
레드 팀을 만들어라,브라이스 호프먼,2018-08-13,"14,400",반양장본,328,152*223mm,584,경제경영,토네이도,890
조선왕릉,장경희,2018-06-20,"58,000",반양장본,612,188*257mm,1163,역사,솔과학,110
칼뱅의 <기독교 강요> 읽기,박찬호,2018-08-03,"8,550",NA,308,128*188mm,308,인문학,세창출판사(세창미디어),100
뇌를 깨우는 아홉 숫자 스도쿠 기본편,곽승재,2018-08-08,"7,650",반양장본,256,128*188mm,324,건강/취미/레저,베가북스,640
유치원에서 꼭 필요한 영어 낱말 사운드북,홀리 배시,2018-08-02,"16,200",양장본,8,214*250mm,472,유아,어스본코리아,290
내 생애 가장 아름다운 일주,그린보트,2018-07-30,"18,530",반양장본,279,188*210mm,605,사회과학,도요새,110
부자 직장인 가난한 직장인,장홍탁,2018-08-10,"12,420",반양장본,272,152*220mm,495,경제경영,좋은날들,740
계간 곤충 2018.여름,충우곤충박물관 편집부,2018-08-02,"10,800",반양장본,64,188*257mm,205,과학,충우곤충박물관,170
디즈니 픽사 인크레더블 2 비주얼X에세이,디즈니 픽사,2018-08-10,"11,700",NA,208,150*200mm,270,에세이,대원앤북,200
여자에게 어울리지 않는 직업,P. D. 제임스,2018-08-15,"13,320",반양장본,352,137*197mm,394,소설/시/희곡,아작,"14,430"
베이비 첫 동물 100,소울하우스,2018-08-01,"11,700",양장본,20,260*320mm,971,유아,스마트베어,290
까칠한 아이,남찬숙,2018-08-01,"9,900",반양장본,164,152*223mm,389,어린이,대교북스주니어,930
폭염 사회,에릭 클라이넨버그,2018-08-10,"19,800",반양장본,472,145*218mm,765,사회과학,글항아리,"5,200"
선생님의 숨바꼭질,권일한,2018-08-05,"13,500",반양장본,304,140*210mm,412,사회과학,지식프레임,280
오만과 편견,제인 오스틴,2018-07-31,"11,700",반양장본,596,135*195mm,791,소설/시/희곡,위즈덤하우스,"1,730"
야옹이 포스트카드 컬렉션 100 : 고양이 엽서북,아르누보 편집부,2018-08-01,"19,800",반양장본,100,97*143mm,70,예술/대중문화,아르누보,520
참 쉬운 손글씨 수업,김상희,2018-08-01,"13,500",반양장본,196,190*255mm,526,건강/취미/레저,조선앤북,800
들어라 와다쓰미의 소리를,일본전몰학생기념회,2018-08-20,"17,100",NA,436,128*190mm,567,역사,서커스(서커스출판상회),420
놓지마 정신줄 완전판 15,"신태훈,?나승훈",2018-08-06,"10,800",반양장본,256,152*224mm,400,만화,웹툰북스,860
월드 오브 워크래프트 공식 요리책,첼시 먼로 카셀,2018-07-27,"27,000",양장본,216,201*254mm,1120,가정/요리/뷰티,아르누보,"2,250"
꾸밈없는 인생의 그림,페터 알텐베르크,2018-07-27,"8,820",NA,316,113*188mm,316,소설/시/희곡,민음사,450
미국 의회정치는 여전히 민주주의의 전형인가?,손병권,2018-07-27,"18,000",NA,372,152*223mm,521,사회과학,오름,10
지적인 낙관주의자,옌스 바이드너,2018-08-01,"13,500",반양장본,288,134*210mm,362,자기계발,다산북스,"4,200"
아침저녁으로 읽기 위하여,"블라디미르 마야콥스키,?베르톨트 브레히트,?하인리히 하이네,?루이 아라공",2018-07-31,"10,800",반양장본,384,135*205mm,551,소설/시/희곡,푸른숲,"35,090"
만화로 배우는 블록체인,윤진,2018-07-31,"14,400",반양장본,320,148*210mm,438,경제경영,웨일북,980
장편소설가 되기,존 가드너,2018-08-01,"14,400",반양장본,280,128*188mm,297,인문학,걷는책,690
"대전환의 세기, 유럽의 길을 묻다",페리 앤더슨,2018-07-20,"36,000",양장본,762,165*232mm,1205,사회과학,길,590
오싹오싹 팬티!,에런 레이놀즈,2018-07-02,"10,800",양장본,48,235*310mm,514,유아,토토북,"1,050"
몸은 사회를 기록한다,시민건강연구소,2018-07-31,"12,600",반양장본,260,140*207mm,338,사회과학,낮은산,"1,820"
재즈 선언,"윈턴 마설리스,?제프리 C. 워드",2018-08-01,"14,400",반양장본,360,128*188mm,378,예술/대중문화,포노(PHONO),"1,480"
당신이 반짝이던 순간,이진순,2018-08-06,"14,400",반양장본,320,145*210mm,450,인문학,문학동네,"7,420"
시크:하다,조승연,2018-08-20,"12,420",반양장본,216,140*200mm,281,인문학,와이즈베리,"1,400"
어떻게 휘둘리지 않는 개인이 되는가,홍대선,2018-07-31,"14,400",반양장본,340,143*205mm,530,인문학,푸른숲,"3,740"
신비아파트 금빛 도깨비와 비밀의 동굴 극장판 애니메이션북,서울문화사 편집부,2018-08-06,"9,000",NA,184,188*257mm,350,유아,서울문화사,"2,690"
신비아파트 금빛 도깨비와 비밀의 동굴 오싹오싹 모험 스티커북,서울문화사 편집부,2018-08-06,"5,850",NA,20,225*300mm,54,유아,서울문화사,"1,000"
신비아파트 금빛 도깨비와 비밀의 동굴 스티커 색칠놀이,서울문화사 편집부,2018-08-06,"5,850",NA,34,210*300mm,92,유아,서울문화사,"1,200"
