기체번호,항공사,기종,정원_F,정원_C,정원_W,정원_Y,총정원
D-AIDX,Lufthansa,A321-231,0,26,0,166,192
D-AIPA,Lufthansa,A320-211,0,28,0,138,166
D-AIPB,Lufthansa,A320-211,0,28,0,138,166
D-AIPC,Lufthansa,A320-211,0,28,0,138,166
D-AIPD,Lufthansa,A320-211,0,28,0,138,166
D-AIPE,Lufthansa,A320-211,0,28,0,138,166
D-AIPF,Lufthansa,A320-211,0,28,0,138,166
D-AIPH,Lufthansa,A320-211,0,28,0,138,166
D-AIPK,Lufthansa,A320-211,0,28,0,138,166
D-AIPL,Lufthansa,A320-211,0,28,0,138,166
D-AIPM,Lufthansa,A320-211,0,28,0,138,166
D-AIPP,Lufthansa,A320-211,0,28,0,138,166
D-AIPR,Lufthansa,A320-211,0,28,0,138,166
D-AIPS,Lufthansa,A320-211,0,28,0,138,166
D-AIPT,Lufthansa,A320-211,0,28,0,138,166
D-AIPY,Lufthansa,A320-211,0,28,0,138,166
D-AIPZ,Lufthansa,A320-211,0,28,0,138,166
D-AIQA,Lufthansa,A320-211,0,28,0,138,166
D-AIQD,Lufthansa,A320-211,0,28,0,138,166
D-AIQF,Lufthansa,A320-211,0,28,0,138,166
D-AIQH,Lufthansa,A320-211,0,28,0,138,166
D-AIQT,Lufthansa,A320-211,0,28,0,138,166
D-AIQU,Lufthansa,A320-211,0,28,0,138,166
D-AIQW,Lufthansa,A320-211,0,28,0,138,166
D-AIZA,Lufthansa,A320-214,0,28,0,138,166
D-AIZB,Lufthansa,A320-214,0,28,0,138,166
D-AIZC,Lufthansa,A320-214,0,28,0,138,166
D-AIZD,Lufthansa,A320-214,0,28,0,138,166
D-AIZE,Lufthansa,A320-214,0,28,0,138,166
D-AIZF,Lufthansa,A320-214,0,28,0,138,166
D-AIZG,Lufthansa,A320-214,0,28,0,138,166
D-AIZH,Lufthansa,A320-214,0,28,0,138,166
D-AIZI,Lufthansa,A320-214,0,28,0,138,166
D-AIZJ,Lufthansa,A320-214,0,28,0,138,166
D-AIZM,Lufthansa,A320-214,0,28,0,138,166
D-AIZN,Lufthansa,A320-214,0,28,0,138,166
D-AIZO,Lufthansa,A320-214,0,28,0,138,166
D-AIZP,Lufthansa,A320-214,0,28,0,138,166
D-AIZW,Lufthansa,A320-214,0,28,0,138,166
D-AIZX,Lufthansa,A320-214,0,28,0,138,166
D-AIZY,Lufthansa,A320-214,0,28,0,138,166
D-AIZZ,Lufthansa,A320-214,0,28,0,138,166
D-AIUA,Lufthansa,A320-214,0,28,0,138,166
D-AIUB,Lufthansa,A320-214,0,28,0,138,166
D-AIUC,Lufthansa,A320-214,0,28,0,138,166
D-AIUD,Lufthansa,A320-214,0,28,0,138,166
D-AIUE,Lufthansa,A320-214,0,28,0,138,166
D-AIUF,Lufthansa,A320-214,0,28,0,138,166
D-AIUG,Lufthansa,A320-214,0,28,0,138,166
D-AIUH,Lufthansa,A320-214,0,28,0,138,166
D-AIUI,Lufthansa,A320-214,0,28,0,138,166
D-AIUJ,Lufthansa,A320-214,0,28,0,138,166
D-AIUK,Lufthansa,A320-214,0,28,0,138,166
D-AIUL,Lufthansa,A320-214,0,28,0,138,166
D-AIUN,Lufthansa,A320-214,0,28,0,138,166
D-AIUM,Lufthansa,A320-214,0,28,0,138,166
D-AIUO,Lufthansa,A320-214,0,28,0,138,166
D-AINA,Lufthansa,A320-271N,0,28,0,150,178
D-AIUP,Lufthansa,A320-214,0,28,0,150,178
D-AINB,Lufthansa,A320-271N,0,28,0,150,178
D-AINC,Lufthansa,A320-271N,0,28,0,150,178
D-AIUQ,Lufthansa,A320-214,0,28,0,150,178
D-AIUR,Lufthansa,A320-214,0,28,0,150,178
D-AIUS,Lufthansa,A320-214,0,28,0,150,178
D-AIND,Lufthansa,A320-271N,0,28,0,150,178
D-AINE,Lufthansa,A320-271N,0,28,0,150,178
D-AIUT,Lufthansa,A320-214,0,28,0,150,178
D-AIUU,Lufthansa,A320-214,0,28,0,150,178
D-AIUV,Lufthansa,A320-214,0,28,0,150,178
D-AIUW,Lufthansa,A320-214,0,28,0,150,178
D-AIUX,Lufthansa,A320-214,0,28,0,150,178
D-AIUY,Lufthansa,A320-214,0,28,0,150,178
D-AINF,Lufthansa,A320-271N,0,28,0,150,178
D-AING,Lufthansa,A320-271N,0,28,0,150,178
D-AIUZ,Lufthansa,A320-214,0,28,0,150,178
D-AINH,Lufthansa,A320-271N,0,28,0,150,178
D-AIWA,Lufthansa,A320-214,0,28,0,150,178
D-AIWB,Lufthansa,A320-214,0,28,0,150,178
D-AINI,Lufthansa,A320-271N,0,28,0,150,178
D-AINJ,Lufthansa,A320-271N,0,28,0,150,178
D-AIZK,Lufthansa,A320-214,0,28,0,138,166
D-AIKA,Lufthansa,A330-343,0,42,28,185,255
D-AIKB,Lufthansa,A330-343,0,42,28,185,255
D-AIKC,Lufthansa,A330-343,0,42,28,185,255
D-AIKD,Lufthansa,A330-343,8,48,0,165,221
D-AIKE,Lufthansa,A330-343,0,42,28,185,255
D-AIKF,Lufthansa,A330-343,0,42,28,185,255
D-AIKG,Lufthansa,A330-343,0,42,28,185,255
D-AIKH,Lufthansa,A330-343,8,48,0,165,221
D-AIKI,Lufthansa,A330-343,8,48,0,165,221
D-AIKJ,Lufthansa,A330-343,0,42,28,185,255
D-AIKK,Lufthansa,A330-343,8,48,0,165,221
D-AIKL,Lufthansa,A330-343,0,42,28,185,255
D-AIKM,Lufthansa,A330-343,0,42,28,185,255
D-AIKN,Lufthansa,A330-343,8,48,0,165,221
D-AIKO,Lufthansa,A330-343,8,48,0,165,221
D-AIKP,Lufthansa,A330-343,8,48,0,165,221
D-AIKQ,Lufthansa,A330-343,8,48,0,165,221
D-AIKR,Lufthansa,A330-343,8,48,0,165,221
D-AIKS,Lufthansa,A330-343,0,42,28,185,255
D-AIGS,Lufthansa,A340-313,8,48,0,165,221
D-AIGT,Lufthansa,A340-313,8,48,0,165,221
D-AIGN,Lufthansa,A340-313,8,48,0,165,221
D-AIGO,Lufthansa,A340-313,8,36,0,197,241
D-AIFC,Lufthansa,A340-313,8,36,0,197,241
D-AIGL,Lufthansa,A340-313,8,48,0,165,221
SP-LLE,LOT - Polish Airlines,B737-45D,0,0,0,162,162
SP-LLF,LOT - Polish Airlines,B737-45D,0,0,0,162,162
SP-LLG,LOT - Polish Airlines,B737-45D,0,0,0,162,162
SP-LWA,LOT - Polish Airlines,B737-89P,0,0,0,186,186
SP-LWC,LOT - Polish Airlines,B737-89P,0,0,0,186,186
SP-LWB,LOT - Polish Airlines,B737-89P,0,0,0,186,186
SP-LWD,LOT - Polish Airlines,B737-89P,0,0,0,186,186
SP-LWC,LOT - Polish Airlines,B737-8 MAX,0,0,0,186,186
SP-LVA,LOT - Polish Airlines,B737-8 MAX,0,0,0,186,186
SP-LVB,LOT - Polish Airlines,B737-8 MAX,0,0,0,186,186
SP-LVD,LOT - Polish Airlines,B737-8 MAX,0,0,0,186,186
SP-LRC,LOT - Polish Airlines,B787-8,0,18,21,213,252
JU-1015,MIAT - Monglian Airlines,B737-8SH,0,12,0,162,174
HL7515,Asiana Airlines,B767-38E,0,15,0,235,250
HL7247,Asiana Airlines,B767-38E,0,0,0,270,270
HL7248,Asiana Airlines,B767-38E,0,15,0,235,250
HL7516,Asiana Airlines,B767-38E,0,15,0,235,250
HL7506,Asiana Airlines,B767-38E,0,0,0,290,290
HL7514,Asiana Airlines,B767-38E,0,0,0,290,290
HL7528,Asiana Airlines,B767-38E,0,15,0,235,250
HL7736,Asiana Airlines,A330-323,0,30,0,260,290
HL7740,Asiana Airlines,A330-323,0,30,0,260,290
HL7741,Asiana Airlines,A330-323,0,30,0,260,290
HL7746,Asiana Airlines,A330-323,0,30,0,260,290
HL7747,Asiana Airlines,A330-323,0,30,0,260,290
HL7754,Asiana Airlines,A330-323,0,30,0,260,290
HL7792,Asiana Airlines,A330-323,0,30,0,260,290
HL7793,Asiana Airlines,A330-323,0,30,0,260,290
HL7794,Asiana Airlines,A330-323,0,30,0,260,290
HL7795,Asiana Airlines,A330-323,0,30,0,245,275
HL8258,Asiana Airlines,A330-323,0,30,0,245,275
HL8259,Asiana Airlines,A330-323,0,30,0,245,275
HL8282,Asiana Airlines,A330-323,0,30,0,260,290
HL8286,Asiana Airlines,A330-323,0,30,0,260,290
HL8293,Asiana Airlines,A330-323,0,30,0,260,290
UR-GAT,Ukraine International Airlines,B737-528,0,10,0,96,106
UR-PSP,Ukraine International Airlines,B737-8Q8,0,12,0,174,186
UR-PSN,Ukraine International Airlines,B737-86N,0,12,0,174,186
UR-PSQ,Ukraine International Airlines,B737-86N,0,12,0,174,186
UR-GBD,Ukraine International Airlines,B737-36Q,0,12,0,174,186
UR-GBA,Ukraine International Airlines,B737-36N,0,12,0,174,186
UR-PSG,Ukraine International Airlines,B737-85R,0,12,0,174,186
UR-PSH,Ukraine International Airlines,B737-85R,0,12,0,174,186
UR-PSB,Ukraine International Airlines,B737-8HX,0,12,0,174,186
UR-PSA,Ukraine International Airlines,B737-8HX,0,12,0,174,186
UR-PSC,Ukraine International Airlines,B737-8HX,0,12,0,174,186
UR-PSM,Ukraine International Airlines,B737-8FZ,0,12,0,174,186
UR-PSD,Ukraine International Airlines,B737-8HX,0,12,0,174,186
UR-PSO,Ukraine International Airlines,B737-8Q8,0,12,0,174,186
UR-PSX,Ukraine International Airlines,B737-8EH,0,12,0,174,186
UR-PSY,Ukraine International Airlines,B737-8EH,0,12,0,174,186
UR-PSS,Ukraine International Airlines,B737-8AS,0,12,0,174,186
UR-PSV,Ukraine International Airlines,B737-8AS,0,12,0,174,186
UR-PSK,Ukraine International Airlines,B737-94X,0,16,0,189,205
UR-PSL,Ukraine International Airlines,B737-94X,0,16,0,189,205
UR-PSZ,Ukraine International Airlines,B737-86N,0,12,0,174,186
UR-PST,Ukraine International Airlines,B737-8AS,0,12,0,174,186
UR-PSU,Ukraine International Airlines,B737-8AS,0,12,0,174,186
UR-PSE,Ukraine International Airlines,B737-84R,0,12,0,174,186
UR-PSF,Ukraine International Airlines,B737-84R,0,12,0,174,186
UR-UIA,Ukraine International Airlines,B737-8KV,0,12,0,174,186
UR-PSR,Ukraine International Airlines,B737-8KV,0,12,0,174,186
UR-PSI,Ukraine International Airlines,B737-9KV,0,12,0,177,189
UR-PSJ,Ukraine International Airlines,B737-9KV,0,12,0,177,189
UR-PSW,Ukraine International Airlines,B737-8KV,0,12,0,174,186
UR-UIB,Ukraine International Airlines,B737-8KV,0,12,0,174,186
UR-UID,Ukraine International Airlines,B737-8KV,0,12,0,174,186
UR-UIC,Ukraine International Airlines,B737-8KV,0,12,0,174,186
UR-GAK,Ukraine International Airlines,B737-5Y0,0,10,0,96,106
VQ-BMP,Yakutia Airlines,B737-86N,0,8,0,162,170
VQ-BIZ,Yakutia Airlines,B737-86N,0,8,0,162,170
VP-BVE,Yakutia Airlines,B737-86N,0,8,0,162,170
VP-BEP,Yakutia Airlines,B737-8Q8,0,8,0,162,170
VQ-BOY,Yakutia Airlines,B737-85F,0,8,0,162,170
YA-KMA,Kam Air,A320-231,0,20,0,126,146
UR-CQT,Kam Air,B737-3H4,0,0,0,143,143
VP-BGB,Aeroflot,B777-3M0,0,30,48,324,402
VP-BGC,Aeroflot,B777-3M0,0,30,48,324,402
VP-BGD,Aeroflot,B777-3M0,0,30,48,324,402
VQ-BQD,Aeroflot,B777-3M0,0,30,48,324,402
VQ-BQE,Aeroflot,B777-3M0,0,30,48,324,402
VQ-BQF,Aeroflot,B777-3M0,0,30,48,324,402
VQ-BUA,Aeroflot,B777-3M0,0,30,48,324,402
VP-BGF,Aeroflot,B777-3M0,0,30,48,324,402
VQ-BQB,Aeroflot,B777-3M0,0,30,48,324,402
VQ-BQC,Aeroflot,B777-3M0,0,30,48,324,402
VQ-BQG,Aeroflot,B777-3M0,0,30,48,324,402
VQ-BUB,Aeroflot,B777-3M0,0,30,48,324,402
VQ-BUC,Aeroflot,B777-3M0,0,30,48,324,402
VQ-BIL,Aeroflot,B777-3M0,0,30,48,324,402
VP-BPG,Aeroflot,B777-3M0,0,30,48,324,402
VQ-BQM,Aeroflot,B777-3M0,0,30,48,324,402
VP-BHA,Aeroflot,B777-3M0,0,30,48,324,402
VP-BIU,Aeroflot,A319-114,0,8,0,120,128
VQ-BAR,Aeroflot,A319-111,0,8,0,120,128
VQ-BAQ,Aeroflot,A319-111,0,8,0,120,128
VP-BBU,Aeroflot,A319-112,0,8,0,120,128
VQ-BAV,Aeroflot,A319-111,0,8,0,120,128
VP-BIT,Aeroflot,A319-111,0,8,0,120,128
VP-BBT,Aeroflot,A319-112,0,8,0,120,128
VP-BIS,Aeroflot,A319-112,0,8,0,120,128
VP-BNN,Aeroflot,A319-111,0,8,0,120,128
VQ-BAU,Aeroflot,A319-111,0,8,0,120,128
VQ-BAS,Aeroflot,A319-111,0,8,0,120,128
VQ-BAT,Aeroflot,A319-111,0,8,0,120,128
VP-BIQ,Aeroflot,A319-111,0,8,0,120,128
VP-BWG,Aeroflot,A319-111,0,8,0,120,128
VP-BWJ,Aeroflot,A319-111,0,8,0,120,128
VP-BNJ,Aeroflot,A319-111,0,8,0,120,128
EI-EYL,Aeroflot,A319-111,0,8,0,120,128
EI-EYM,Aeroflot,A319-111,0,8,0,120,128
VP-BNB,Aeroflot,A319-111,0,8,0,120,128
EI-EZC,Aeroflot,A319-112,0,8,0,120,128
EI-EZD,Aeroflot,A319-112,0,8,0,120,128
VP-BIV,Aeroflot,A319-115,0,8,0,120,128
VP-BQK,Aeroflot,A319-111,0,8,0,120,128
VQ-BBA,Aeroflot,A319-111,0,8,0,120,128
VQ-BCO,Aeroflot,A319-111,0,8,0,120,128
VQ-BCP,Aeroflot,A319-111,0,8,0,120,128
VQ-BCG,Aeroflot,A320-214,0,12,0,156,168
VQ-BFM,Aeroflot,A320-214,0,12,0,156,168
VP-BWH,Aeroflot,A320-214,0,12,0,156,168
VP-BWI,Aeroflot,A320-214,0,12,0,156,168
VP-BZR,Aeroflot,A320-214,0,12,0,144,156
VQ-BDR,Aeroflot,A320-214,0,12,0,156,168
EZ-A101,Turkmenistan Airlines,B717-22K,0,0,0,120,120
EZ-A102,Turkmenistan Airlines,B717-22K,0,0,0,120,120
EZ-A103,Turkmenistan Airlines,B717-22K,0,0,0,120,120
EZ-A104,Turkmenistan Airlines,B717-22K,0,0,0,120,120
EZ-A105,Turkmenistan Airlines,B717-22K,0,0,0,120,120
EZ-A106,Turkmenistan Airlines,B717-22K,0,0,0,120,120
EZ-A107,Turkmenistan Airlines,B717-22K,0,0,0,120,120
EZ-A006,Turkmenistan Airlines,B737-72K,0,8,0,118,126
EZ-A008,Turkmenistan Airlines,B737-7GL,0,0,0,149,149
EZ-A009,Turkmenistan Airlines,B737-72K,0,8,0,118,126
EZ-A004,Turkmenistan Airlines,B737-82K,0,16,0,144,160
EZ-A005,Turkmenistan Airlines,B737-82K,0,16,0,144,160
EZ-A015,Turkmenistan Airlines,B737-82K,0,16,0,144,160
EZ-A016,Turkmenistan Airlines,B737-82K,0,16,0,144,160
EZ-A017,Turkmenistan Airlines,B737-82K,0,16,0,144,160
EZ-A018,Turkmenistan Airlines,B737-82K,0,16,0,144,160
EZ-A019,Turkmenistan Airlines,B737-82K,0,16,0,144,160
EZ-A020,Turkmenistan Airlines,B737-82K,0,16,0,144,160
EZ-A011,Turkmenistan Airlines,B757-22K,0,16,0,173,189
EZ-A014,Turkmenistan Airlines,B757-22K,0,16,0,173,189
EZ-A778,Turkmenistan Airlines,B777-22K,0,28,0,263,291
EZ-A779,Turkmenistan Airlines,B777-22K,0,28,0,263,291
TC-JAI,Turkish Airlines,A320-232,0,0,0,150,150
TC-JBI,Turkish Airlines,A320-232,0,0,0,150,150
TC-JFR,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JFZ,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JGJ,Turkish Airlines,B737-8F2,0,6,0,159,165
TC-JIV,Turkish Airlines,A330-223,0,24,0,255,279
TC-JIY,Turkish Airlines,A330-223,0,24,0,255,279
TC-JNF,Turkish Airlines,A330-203,0,22,0,259,281
TC-JNG,Turkish Airlines,A330-203,0,22,0,259,281
TC-JPA,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPB,Turkish Airlines,A320-232,0,0,0,159,159
TC-JPU,Turkish Airlines,A320-214,0,0,0,150,150
TC-LJE,Turkish Airlines,B777-3F2,0,49,0,300,349
TC-LJF,Turkish Airlines,B777-3F2,0,49,0,300,349
EP-MNP,Mahan Air,A310-304,0,12,0,190,202
EP-MMJ,Mahan Air,A310-304,0,12,0,190,202
EP-MNF,Mahan Air,A310-304,0,12,0,190,202
EP-MNX,Mahan Air,A310-304,0,12,0,190,202
HA-LPJ,Wizz Air,A320-232,0,0,0,180,180
HA-LPK,Wizz Air,A320-232,0,0,0,180,
HA-LPL,Wizz Air,A320-232,0,0,0,180,
HA-LPM,Wizz Air,A320-232,0,0,0,180,
HA-LPN,Wizz Air,A320-232,0,0,0,180,
HA-LPO,Wizz Air,A320-232,0,0,0,180,
HA-LPQ,Wizz Air,A320-232,0,0,0,180,
HA-LPR,Wizz Air,A320-232,0,0,0,180,
HA-LYU,Wizz Air,A320-232,0,0,0,180,
HA-LWF,Wizz Air,A320-232,0,0,0,180,
HA-LYV,Wizz Air,A320-232,0,0,0,180,
HA-LPS,Wizz Air,A320-232,0,0,0,180,
HA-LPT,Wizz Air,A320-232,0,0,0,180,
HA-LPU,Wizz Air,A320-232,0,0,0,180,
HA-LPV,Wizz Air,A320-232,0,0,0,180,
HA-LPW,Wizz Air,A320-232,0,0,0,180,
HA-LPY,Wizz Air,A320-232,0,0,0,180,
HA-LPZ,Wizz Air,A320-232,0,0,0,180,
HA-LWA,Wizz Air,A320-232,0,0,0,180,
HA-LWB,Wizz Air,A320-232,0,0,0,180,
HA-LWG,Wizz Air,A320-232,0,0,0,180,
HA-LWC,Wizz Air,A320-232,0,0,0,180,
HA-LWD,Wizz Air,A320-232,0,0,0,180,
HA-LWE,Wizz Air,A320-232,0,0,0,180,
HA-LWH,Wizz Air,A320-232,0,0,0,180,
HA-LWI,Wizz Air,A320-232,0,0,0,180,
HA-LWJ,Wizz Air,A320-232,0,0,0,180,
HA-LWK,Wizz Air,A320-232,0,0,0,180,
HA-LWL,Wizz Air,A320-232,0,0,0,180,
HA-LWM,Wizz Air,A320-232,0,0,0,180,
HA-LWN,Wizz Air,A320-232,0,0,0,180,
HA-LWO,Wizz Air,A320-232,0,0,0,180,
HA-LWP,Wizz Air,A320-232,0,0,0,180,
HA-LWQ,Wizz Air,A320-232,0,0,0,180,
HA-LYG,Wizz Air,A320-232,0,0,0,180,
HA-LWR,Wizz Air,A320-232,0,0,0,180,
HA-LWS,Wizz Air,A320-232,0,0,0,180,
HA-LWT,Wizz Air,A320-232,0,0,0,180,
HA-LWU,Wizz Air,A320-232,0,0,0,180,
HA-LWV,Wizz Air,A320-232,0,0,0,180,
HA-LWX,Wizz Air,A320-232,0,0,0,180,
HA-LWY,Wizz Air,A320-232,0,0,0,180,
HA-LYA,Wizz Air,A320-232,0,0,0,180,
HA-LYA,Wizz Air,A320-232,0,0,0,180,
HA-LWZ,Wizz Air,A320-232,0,0,0,180,
HA-LYB,Wizz Air,A320-232,0,0,0,180,
HA-LYC,Wizz Air,A320-232,0,0,0,180,
HA-LYD,Wizz Air,A320-232,0,0,0,180,
HA-LYE,Wizz Air,A320-232,0,0,0,180,
HA-LYF,Wizz Air,A320-232,0,0,0,180,
HA-LYH,Wizz Air,A320-232,0,0,0,180,
HA-LYI,Wizz Air,A320-232,0,0,0,180,
HA-LYJ,Wizz Air,A320-232,0,0,0,180,
HA-LYK,Wizz Air,A320-232,0,0,0,180,
HA-LYL,Wizz Air,A320-232,0,0,0,180,
HA-LYM,Wizz Air,A320-232,0,0,0,180,
HA-LYN,Wizz Air,A320-232,0,0,0,180,
HA-LYO,Wizz Air,A320-232,0,0,0,180,
HA-LYP,Wizz Air,A320-232,0,0,0,180,
HA-LYQ,Wizz Air,A320-232,0,0,0,180,
HA-LYR,Wizz Air,A320-232,0,0,0,180,
HA-LYS,Wizz Air,A320-232,0,0,0,180,
HA-LYT,Wizz Air,A320-232,0,0,0,180,
HA-LYW,Wizz Air,A320-232,0,0,0,186,
HA-LYX,Wizz Air,A320-232,0,0,0,186,
HA-LYZ,Wizz Air,A320-232,0,0,0,186,
HA-LSA,Wizz Air,A320-232,0,0,0,186,
VP-BWW,Red Wings,A320-232,0,0,0,180,
VP-BRM,Red Wings,A321-231,0,0,0,220,
VP-BWZ,Red Wings,A320-232,0,0,0,180,
VP-BWX,Red Wings,A320-232,0,0,0,180,
VP-BRB,Red Wings,A321-231,0,0,0,220,
